District,S.No.,Parameters,Type,April - Total [(A+B) or (C+D)],April - Public [A],April - Private [B],April - Urban [C],April - Rural [D],May - Total [(A+B) or (C+D)],May - Public [A],May - Private [B],May - Urban [C],May - Rural [D],June - Total [(A+B) or (C+D)],June - Public [A],June - Private [B],June - Urban [C],June - Rural [D],July - Total [(A+B) or (C+D)],July - Public [A],July - Private [B],July - Urban [C],July - Rural [D],August - Total [(A+B) or (C+D)],August - Public [A],August - Private [B],August - Urban [C],August - Rural [D],September - Total [(A+B) or (C+D)],September - Public [A],September - Private [B],September - Urban [C],September - Rural [D],October - Total [(A+B) or (C+D)],October - Public [A],October - Private [B],October - Urban [C],October - Rural [D],November - Total [(A+B) or (C+D)],November - Public [A],November - Private [B],November - Urban [C],November - Rural [D],December - Total [(A+B) or (C+D)],December - Public [A],December - Private [B],December - Urban [C],December - Rural [D],January - Total [(A+B) or (C+D)],January - Public [A],January - Private [B],January - Urban [C],January - Rural [D],February - Total [(A+B) or (C+D)],February - Public [A],February - Private [B],February - Urban [C],February - Rural [D],March - Total [(A+B) or (C+D)],March - Public [A],March - Private [B],March - Urban [C],March - Rural [D],Total - Total [(A+B) or (C+D)],Total - Public [A],Total - Private [B],Total - Urban [C],Total - Rural [D]
Lakshadweep,'1.1',Total number of pregnant women registered for ANC,TOTAL,126,126,NA,NA,126,102,102,NA,NA,102,96,96,NA,NA,96,101,101,NA,NA,101,107,107,NA,NA,107,101,101,NA,NA,101,92,92,NA,NA,92,110,110,NA,NA,110,106,106,NA,NA,106,137,137,NA,NA,137,92,92,NA,NA,92,104,104,NA,NA,104,1274,1274,NA,NA,1274
Lakshadweep,'1.1.1',"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",TOTAL,119,119,NA,NA,119,86,86,NA,NA,86,65,65,NA,NA,65,76,76,NA,NA,76,77,77,NA,NA,77,90,90,NA,NA,90,83,83,NA,NA,83,100,100,NA,NA,100,96,96,NA,NA,96,119,119,NA,NA,119,80,80,NA,NA,80,77,77,NA,NA,77,1068,1068,NA,NA,1068
Lakshadweep,'1.2.1',Number of PW given TT1,TOTAL,102,102,NA,NA,102,94,94,NA,NA,94,79,79,NA,NA,79,63,63,NA,NA,63,77,77,NA,NA,77,88,88,NA,NA,88,78,78,NA,NA,78,78,78,NA,NA,78,94,94,NA,NA,94,105,105,NA,NA,105,68,68,NA,NA,68,64,64,NA,NA,64,990,990,NA,NA,990
Lakshadweep,'1.2.2',Number of PW given TT2,TOTAL,55,55,NA,NA,55,75,75,NA,NA,75,100,100,NA,NA,100,67,67,NA,NA,67,63,63,NA,NA,63,64,64,NA,NA,64,90,90,NA,NA,90,57,57,NA,NA,57,72,72,NA,NA,72,82,82,NA,NA,82,84,84,NA,NA,84,59,59,NA,NA,59,868,868,NA,NA,868
Lakshadweep,'1.2.3',Number of PW given TT Booster,TOTAL,17,17,NA,NA,17,9,9,NA,NA,9,10,10,NA,NA,10,13,13,NA,NA,13,11,11,NA,NA,11,13,13,NA,NA,13,14,14,NA,NA,14,7,7,NA,NA,7,21,21,NA,NA,21,8,8,NA,NA,8,15,15,NA,NA,15,12,12,NA,NA,12,150,150,NA,NA,150
Lakshadweep,'1.2.4',Number of PW given 180 Iron Folic Acid (IFA) tablets,TOTAL,117,117,NA,NA,117,92,92,NA,NA,92,78,78,NA,NA,78,103,103,NA,NA,103,96,96,NA,NA,96,93,93,NA,NA,93,115,115,NA,NA,115,123,123,NA,NA,123,119,119,NA,NA,119,121,121,NA,NA,121,103,103,NA,NA,103,96,96,NA,NA,96,1256,1256,NA,NA,1256
Lakshadweep,'1.2.5',Number of PW given 360 Calcium tablets,TOTAL,117,117,NA,NA,117,96,96,NA,NA,96,78,78,NA,NA,78,101,101,NA,NA,101,88,88,NA,NA,88,90,90,NA,NA,90,104,104,NA,NA,104,123,123,NA,NA,123,123,123,NA,NA,123,100,100,NA,NA,100,103,103,NA,NA,103,93,93,NA,NA,93,1216,1216,NA,NA,1216
Lakshadweep,'1.2.6',Number of PW given one Albendazole tablet after 1st trimester,TOTAL,17,17,NA,NA,17,20,20,NA,NA,20,15,15,NA,NA,15,30,30,NA,NA,30,35,35,NA,NA,35,30,30,NA,NA,30,25,25,NA,NA,25,20,20,NA,NA,20,40,40,NA,NA,40,28,28,NA,NA,28,15,15,NA,NA,15,27,27,NA,NA,27,302,302,NA,NA,302
Lakshadweep,'1.2.7',Number of PW received 4 or more ANC check ups,TOTAL,102,102,NA,NA,102,87,87,NA,NA,87,71,71,NA,NA,71,112,112,NA,NA,112,105,105,NA,NA,105,92,92,NA,NA,92,104,104,NA,NA,104,95,95,NA,NA,95,97,97,NA,NA,97,92,92,NA,NA,92,95,95,NA,NA,95,94,94,NA,NA,94,1146,1146,NA,NA,1146
Lakshadweep,'1.2.8',Number of PW given ANC Corticosteroids in Pre Term Labour,TOTAL,1,1,NA,NA,1,3,3,NA,NA,3,2,2,NA,NA,2,2,2,NA,NA,2,4,4,NA,NA,4,2,2,NA,NA,2,2,2,NA,NA,2,2,2,NA,NA,2,1,1,NA,NA,1,2,2,NA,NA,2,3,3,NA,NA,3,1,1,NA,NA,1,25,25,NA,NA,25
Lakshadweep,'1.3.1',New cases of PW with hypertension detected,TOTAL,4,4,NA,NA,4,7,7,NA,NA,7,4,4,NA,NA,4,4,4,NA,NA,4,7,7,NA,NA,7,7,7,NA,NA,7,4,4,NA,NA,4,3,3,NA,NA,3,3,3,NA,NA,3,6,6,NA,NA,6,4,4,NA,NA,4,4,4,NA,NA,4,57,57,NA,NA,57
Lakshadweep,'1.3.1.a',"Out of the new cases of PW with hypertension detected, cases managed at institution",TOTAL,3,3,NA,NA,3,9,9,NA,NA,9,4,4,NA,NA,4,4,4,NA,NA,4,5,5,NA,NA,5,4,4,NA,NA,4,4,4,NA,NA,4,3,3,NA,NA,3,3,3,NA,NA,3,5,5,NA,NA,5,4,4,NA,NA,4,4,4,NA,NA,4,52,52,NA,NA,52
Lakshadweep,'1.3.2',Number of Eclampsia cases managed during delivery,TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0
Lakshadweep,'1.4.1',Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,TOTAL,141,141,NA,NA,141,159,159,NA,NA,159,161,161,NA,NA,161,118,118,NA,NA,118,157,157,NA,NA,157,144,144,NA,NA,144,238,238,NA,NA,238,132,132,NA,NA,132,133,133,NA,NA,133,143,143,NA,NA,143,110,110,NA,NA,110,130,130,NA,NA,130,1766,1766,NA,NA,1766
Lakshadweep,'1.4.2',Number of PW having Hb level<11 (tested cases)(7.1 to 10.9),TOTAL,96,96,NA,NA,96,58,58,NA,NA,58,42,42,NA,NA,42,57,57,NA,NA,57,96,96,NA,NA,96,85,85,NA,NA,85,63,63,NA,NA,63,65,65,NA,NA,65,75,75,NA,NA,75,86,86,NA,NA,86,66,66,NA,NA,66,74,74,NA,NA,74,863,863,NA,NA,863
Lakshadweep,'1.4.3',Number of PW having Hb level<7 (tested cases),TOTAL,3,3,NA,NA,3,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,2,2,NA,NA,2,4,4,NA,NA,4,6,6,NA,NA,6,3,3,NA,NA,3,7,7,NA,NA,7,0,0,NA,NA,0,0,0,NA,NA,0,3,3,NA,NA,3,28,28,NA,NA,28
Lakshadweep,'1.4.4',Number of PW having severe anaemia (Hb<7) treated,TOTAL,2,2,NA,NA,2,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,2,2,NA,NA,2,3,3,NA,NA,3,8,8,NA,NA,8,21,21,NA,NA,21,22,22,NA,NA,22,0,0,NA,NA,0,0,0,NA,NA,0,2,2,NA,NA,2,60,60,NA,NA,60
Lakshadweep,'1.5.1',Number of PW tested for blood sugar using OGTT (Oral Glucose Tolerance Test),TOTAL,108,108,NA,NA,108,87,87,NA,NA,87,86,86,NA,NA,86,97,97,NA,NA,97,101,101,NA,NA,101,41,41,NA,NA,41,34,34,NA,NA,34,43,43,NA,NA,43,22,22,NA,NA,22,23,23,NA,NA,23,87,87,NA,NA,87,64,64,NA,NA,64,793,793,NA,NA,793
Lakshadweep,'1.5.2',Number of PW tested positive for GDM,TOTAL,7,7,NA,NA,7,11,11,NA,NA,11,10,10,NA,NA,10,5,5,NA,NA,5,5,5,NA,NA,5,5,5,NA,NA,5,7,7,NA,NA,7,10,10,NA,NA,10,8,8,NA,NA,8,9,9,NA,NA,9,10,10,NA,NA,10,8,8,NA,NA,8,95,95,NA,NA,95
Lakshadweep,'1.5.3',Number of PW given insulin out of total tested positive for GDM,TOTAL,2,2,NA,NA,2,4,4,NA,NA,4,6,6,NA,NA,6,5,5,NA,NA,5,4,4,NA,NA,4,3,3,NA,NA,3,7,7,NA,NA,7,8,8,NA,NA,8,6,6,NA,NA,6,3,3,NA,NA,3,6,6,NA,NA,6,4,4,NA,NA,4,58,58,NA,NA,58
Lakshadweep,'1.6.1.a',Number of PW tested using POC test for Syphilis,TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0
Lakshadweep,'1.6.1.b',"Out of above, number of PW found sero positive for syphilis",TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0
Lakshadweep,'1.6.2.a',Number of pregnant women tested for Syphilis,TOTAL,125,125,NA,NA,125,136,136,NA,NA,136,121,121,NA,NA,121,150,150,NA,NA,150,128,128,NA,NA,128,134,134,NA,NA,134,133,133,NA,NA,133,91,91,NA,NA,91,102,102,NA,NA,102,106,106,NA,NA,106,122,122,NA,NA,122,104,104,NA,NA,104,1452,1452,NA,NA,1452
Lakshadweep,'1.6.2.b',Number of pregnant women tested found sero positive for Syphilis,TOTAL,1,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,6,6,NA,NA,6,1,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,1,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,1,1,NA,NA,1,10,10,NA,NA,10
Lakshadweep,'1.6.2.c',Number of syphilis positive pregnant women treated for Syphilis,TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0
Lakshadweep,'1.6.2.d',Number of babies diagnosed with Congenital Syphilis,TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0
Lakshadweep,'1.6.2.e',Number of babies treated for congenital Syphilis,TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0
Lakshadweep,'2.1.1.a',Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM),TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,1,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,1,1,NA,NA,1
Lakshadweep,'2.1.1.b',Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0
Lakshadweep,'2.1.2',Number of PW given Tablet Misoprostol during home delivery,TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0
Lakshadweep,'2.1.3',Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0
Lakshadweep,'2.2',Number of Institutional Deliveries conducted (Including C-Sections),TOTAL,72,72,NA,NA,72,74,74,NA,NA,74,68,68,NA,NA,68,70,70,NA,NA,70,62,62,NA,NA,62,76,76,NA,NA,76,89,89,NA,NA,89,75,75,NA,NA,75,77,77,NA,NA,77,76,76,NA,NA,76,56,56,NA,NA,56,74,74,NA,NA,74,869,869,NA,NA,869
Lakshadweep,'2.2.1',Out of total institutional deliveries number of women discharged within 48 hours of delivery,TOTAL,38,38,NA,NA,38,41,41,NA,NA,41,29,29,NA,NA,29,32,32,NA,NA,32,33,33,NA,NA,33,36,36,NA,NA,36,40,40,NA,NA,40,29,29,NA,NA,29,37,37,NA,NA,37,32,32,NA,NA,32,29,29,NA,NA,29,20,20,NA,NA,20,396,396,NA,NA,396
Lakshadweep,'2.2.2',Number of newborns received 6 HBNC  visits after Institutional Delivery,TOTAL,59,59,NA,NA,59,38,38,NA,NA,38,36,36,NA,NA,36,46,46,NA,NA,46,46,46,NA,NA,46,40,40,NA,NA,40,52,52,NA,NA,52,44,44,NA,NA,44,45,45,NA,NA,45,44,44,NA,NA,44,31,31,NA,NA,31,43,43,NA,NA,43,524,524,NA,NA,524
Lakshadweep,'3.1',Total C -Section deliveries performed,TOTAL,24,24,NA,NA,24,34,34,NA,NA,34,28,28,NA,NA,28,32,32,NA,NA,32,25,25,NA,NA,25,26,26,NA,NA,26,39,39,NA,NA,39,31,31,NA,NA,31,30,30,NA,NA,30,26,26,NA,NA,26,22,22,NA,NA,22,25,25,NA,NA,25,342,342,NA,NA,342
Lakshadweep,'3.1.1',"C-sections, performed at night (8 PM- 8 AM)",TOTAL,2,2,NA,NA,2,8,8,NA,NA,8,1,1,NA,NA,1,2,2,NA,NA,2,4,4,NA,NA,4,6,6,NA,NA,6,3,3,NA,NA,3,7,7,NA,NA,7,5,5,NA,NA,5,7,7,NA,NA,7,6,6,NA,NA,6,4,4,NA,NA,4,55,55,NA,NA,55
Lakshadweep,'4.1.1.a',Live Birth - Male,TOTAL,35,35,NA,NA,35,24,24,NA,NA,24,41,41,NA,NA,41,31,31,NA,NA,31,35,35,NA,NA,35,42,42,NA,NA,42,40,40,NA,NA,40,40,40,NA,NA,40,41,41,NA,NA,41,42,42,NA,NA,42,26,26,NA,NA,26,37,37,NA,NA,37,434,434,NA,NA,434
Lakshadweep,'4.1.1.b',Live Birth - Female,TOTAL,36,36,NA,NA,36,22,22,NA,NA,22,30,30,NA,NA,30,41,41,NA,NA,41,27,27,NA,NA,27,36,36,NA,NA,36,50,50,NA,NA,50,39,39,NA,NA,39,36,36,NA,NA,36,34,34,NA,NA,34,29,29,NA,NA,29,37,37,NA,NA,37,417,417,NA,NA,417
Lakshadweep,'4.1.2',Number of Pre term newborns ( < 37 weeks of pregnancy),TOTAL,1,1,NA,NA,1,4,4,NA,NA,4,4,4,NA,NA,4,7,7,NA,NA,7,5,5,NA,NA,5,4,4,NA,NA,4,4,4,NA,NA,4,2,2,NA,NA,2,2,2,NA,NA,2,7,7,NA,NA,7,4,4,NA,NA,4,6,6,NA,NA,6,50,50,NA,NA,50
Lakshadweep,'4.1.3',Still Birth,TOTAL,0,0,NA,NA,0,1,1,NA,NA,1,0,0,NA,NA,0,1,1,NA,NA,1,1,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,1,1,NA,NA,1,1,1,NA,NA,1,0,0,NA,NA,0,5,5,NA,NA,5
Lakshadweep,'4.2',Abortion (spontaneous),TOTAL,6,6,NA,NA,6,10,10,NA,NA,10,4,4,NA,NA,4,3,3,NA,NA,3,4,4,NA,NA,4,4,4,NA,NA,4,2,2,NA,NA,2,0,0,NA,NA,0,5,5,NA,NA,5,5,5,NA,NA,5,11,11,NA,NA,11,6,6,NA,NA,6,60,60,NA,NA,60
Lakshadweep,'4.3.1.a',MTP up to 12 weeks of pregnancy,TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,1,1,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,1,0,0,NA,NA,0,3,3,NA,NA,3,2,2,NA,NA,2,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,2,2,NA,NA,2,10,10,NA,NA,10
Lakshadweep,'4.3.1.b',MTP more than 12 weeks of pregnancy,TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0
Lakshadweep,'4.3.2.a',Post Abortion/ MTP Complications Identified,TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0
Lakshadweep,'4.3.2.b',Post Abortion/ MTP Complications Treated,TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0
Lakshadweep,'4.3.3',Number of women provided with post abortion/ MTP contraception,TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,1,1,NA,NA,1,1,1,NA,NA,1
Lakshadweep,'4.4.1',Number of newborns weighed at birth,TOTAL,71,71,NA,NA,71,75,75,NA,NA,75,71,71,NA,NA,71,72,72,NA,NA,72,61,61,NA,NA,61,76,76,NA,NA,76,89,89,NA,NA,89,75,75,NA,NA,75,77,77,NA,NA,77,76,76,NA,NA,76,55,55,NA,NA,55,74,74,NA,NA,74,872,872,NA,NA,872
Lakshadweep,'4.4.2',Number of newborns having weight less than 2.5 kg,TOTAL,4,4,NA,NA,4,5,5,NA,NA,5,12,12,NA,NA,12,12,12,NA,NA,12,8,8,NA,NA,8,7,7,NA,NA,7,9,9,NA,NA,9,9,9,NA,NA,9,7,7,NA,NA,7,4,4,NA,NA,4,2,2,NA,NA,2,5,5,NA,NA,5,84,84,NA,NA,84
Lakshadweep,'4.4.3',Number of Newborns breast fed within 1 hour of birth ,TOTAL,70,70,NA,NA,70,75,75,NA,NA,75,71,71,NA,NA,71,71,71,NA,NA,71,61,61,NA,NA,61,76,76,NA,NA,76,90,90,NA,NA,90,79,79,NA,NA,79,77,77,NA,NA,77,76,76,NA,NA,76,54,54,NA,NA,54,74,74,NA,NA,74,874,874,NA,NA,874
Lakshadweep,'5.1',"Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)",TOTAL,3,3,NA,NA,3,23,23,NA,NA,23,6,6,NA,NA,6,1,1,NA,NA,1,11,11,NA,NA,11,10,10,NA,NA,10,9,9,NA,NA,9,8,8,NA,NA,8,9,9,NA,NA,9,10,10,NA,NA,10,6,6,NA,NA,6,9,9,NA,NA,9,105,105,NA,NA,105
Lakshadweep,'5.2',Number of Complicated pregnancies treated with Blood Transfusion,TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,1,1,NA,NA,1,1,1,NA,NA,1,0,0,NA,NA,0,3,3,NA,NA,3,0,0,NA,NA,0,3,3,NA,NA,3,2,2,NA,NA,2,3,3,NA,NA,3,13,13,NA,NA,13
Lakshadweep,'6.1',Women receiving 1st post partum checkup within 48 hours of home delivery,TOTAL,21,21,NA,NA,21,5,5,NA,NA,5,10,10,NA,NA,10,8,8,NA,NA,8,18,18,NA,NA,18,7,7,NA,NA,7,15,15,NA,NA,15,6,6,NA,NA,6,9,9,NA,NA,9,4,4,NA,NA,4,4,4,NA,NA,4,5,5,NA,NA,5,112,112,NA,NA,112
Lakshadweep,'6.2',Women receiving 1st post partum checkup between 48 hours and 14 days,TOTAL,69,69,NA,NA,69,46,46,NA,NA,46,49,49,NA,NA,49,57,57,NA,NA,57,60,60,NA,NA,60,43,43,NA,NA,43,64,64,NA,NA,64,54,54,NA,NA,54,49,49,NA,NA,49,50,50,NA,NA,50,40,40,NA,NA,40,46,46,NA,NA,46,627,627,NA,NA,627
Lakshadweep,'6.3',Number of mothers provided full course of 180 IFA tablets after delivery,TOTAL,46,46,NA,NA,46,45,45,NA,NA,45,52,52,NA,NA,52,42,42,NA,NA,42,55,55,NA,NA,55,41,41,NA,NA,41,84,84,NA,NA,84,52,52,NA,NA,52,58,58,NA,NA,58,31,31,NA,NA,31,63,63,NA,NA,63,54,54,NA,NA,54,623,623,NA,NA,623
Lakshadweep,'6.4',Number of mothers provided 360 Calcium tablets after delivery,TOTAL,55,55,NA,NA,55,48,48,NA,NA,48,52,52,NA,NA,52,40,40,NA,NA,40,49,49,NA,NA,49,41,41,NA,NA,41,76,76,NA,NA,76,44,44,NA,NA,44,58,58,NA,NA,58,25,25,NA,NA,25,55,55,NA,NA,55,48,48,NA,NA,48,591,591,NA,NA,591
Lakshadweep,'7.1.1',New RTI/STI cases identified - Male,TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,1,1,NA,NA,1,3,3,NA,NA,3,1,1,NA,NA,1,3,3,NA,NA,3,5,5,NA,NA,5,2,2,NA,NA,2,1,1,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,1,0,0,NA,NA,0,18,18,NA,NA,18
Lakshadweep,'7.1.2',New RTI/STI cases identified - Female,TOTAL,0,0,NA,NA,0,4,4,NA,NA,4,7,7,NA,NA,7,9,9,NA,NA,9,6,6,NA,NA,6,10,10,NA,NA,10,5,5,NA,NA,5,4,4,NA,NA,4,4,4,NA,NA,4,10,10,NA,NA,10,10,10,NA,NA,10,8,8,NA,NA,8,77,77,NA,NA,77
Lakshadweep,'7.2.1',RTI/STI for which treatment initiated - Male,TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,1,1,NA,NA,1,3,3,NA,NA,3,1,1,NA,NA,1,2,2,NA,NA,2,5,5,NA,NA,5,1,1,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,1,0,0,NA,NA,0,16,16,NA,NA,16
Lakshadweep,'7.2.2',RTI/STI for which treatment initiated -Female,TOTAL,0,0,NA,NA,0,4,4,NA,NA,4,7,7,NA,NA,7,9,9,NA,NA,9,6,6,NA,NA,6,11,11,NA,NA,11,5,5,NA,NA,5,4,4,NA,NA,4,4,4,NA,NA,4,10,10,NA,NA,10,10,10,NA,NA,10,8,8,NA,NA,8,78,78,NA,NA,78
Lakshadweep,'8.1.1',Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0
Lakshadweep,'8.2.1',Number of Laparoscopic sterilizations (excluding post abortion) conducted,TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0
Lakshadweep,'8.2.2',Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0
Lakshadweep,'8.2.3',Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,TOTAL,10,10,NA,NA,10,7,7,NA,NA,7,9,9,NA,NA,9,7,7,NA,NA,7,4,4,NA,NA,4,5,5,NA,NA,5,6,6,NA,NA,6,11,11,NA,NA,11,5,5,NA,NA,5,6,6,NA,NA,6,2,2,NA,NA,2,3,3,NA,NA,3,75,75,NA,NA,75
Lakshadweep,'8.2.4',Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,1,1,NA,NA,1,0,0,NA,NA,0,1,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,2,2,NA,NA,2
Lakshadweep,'8.3',Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,1,1,NA,NA,1,2,2,NA,NA,2,0,0,NA,NA,0,1,1,NA,NA,1,2,2,NA,NA,2,1,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,7,7,NA,NA,7
Lakshadweep,'8.4',Number of Postpartum (within 48 hours of delivery) IUCD insertions,TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0
